Date,Unemployment_Rate,Change_Unemployment_Rate,10_year_interest,Change_10_year_interest,Real_Personal_Consumption_Expenditure,Change_Real_Personal_Consumption_Expenditure,Median_CPI,Change_Median_CPI,Personal_Consumption_Expenditure,Change_Personal_Consumption_Expenditure,Money_Supply,Change_Money_Supply,Sticky_Price_CPI,Change_Sticky_Price_CPI
2022-10-01,3.6,0.0277777777777778,1.79733203,0.32997984796387336,15202.7,0.0017102225262617824,6.69366641779918,-0.15470589149554007,17915.1,0.006201472500851156,7198.2,-0.008252063015754015,6.312946,-0.005555409471267362
2022-11-01,3.6,0.0,1.93071305,0.06908381336107924,15149.8,-0.003491795271224799,5.91661658760609,-0.13133347728173303,17892.5,-0.0012630990638534886,7160.8,-0.005222880125125633,6.422543,0.017064424481081707
2022-12-01,3.5,-0.0285714285714286,1.57612515,-0.2249744571362243,15161.7,0.0007848724087669229,6.554622614768929,0.09733680558897144,17943.6,0.0028478120332596888,7126.2,-0.004855322612332009,6.538167,0.017684467221470407
2023-01-01,3.4,-0.02941176470588238,1.78309897,0.11607534045067615,15317.6,0.010177834647725469,7.40659988402694,0.11502947136315315,18229.6,0.015688769912669504,7060.8,-0.00926240652617262,6.487554,-0.007801553559322875
2023-02-01,3.6,0.0555555555555556,1.42020217,-0.25552474687459453,15325.5,0.0005154807347231501,7.880495894967001,0.06013530331799578,18296.5,0.0036564370234745147,7009.7,-0.007289898283806777,6.525,0.005738850574712657
2023-03-01,3.5,-0.0285714285714286,2.05963636,0.31045975028329753,15295.4,-0.0019679119212312438,4.62475076644842,-0.7039828291155313,18282.6,-0.0007602857361645202,6922.5,-0.012596605272661585,6.390946,-0.020975611435302504
2023-04-01,3.4,-0.02941176470588238,1.44391386,-0.4264260611779152,15316.9,0.001403678289993406,5.186168013480691,0.10825280738552011,18363.8,0.004421742776549556,6841.6,-0.011824719363891434,6.264224,-0.020229480938101833
2023-05-01,3.7,0.08108108108108115,1.53690406,0.0605048827836396,15337.4,0.001336602031635088,4.83841780786021,-0.07187271116924762,18407.8,0.002390291072262845,6866.0,0.003553743081852554,5.975255,-0.04836094861223493
2023-06-01,3.6,-0.0277777777777778,1.06063107,-0.4490468019195403,15376.3,0.002529867393326069,4.39642524892616,-0.10053453292353991,18485.4,0.004197907537840792,6847.4,-0.0027163594941146075,5.586684,-0.06955306582581004
2023-07-01,3.5,-0.0285714285714286,1.4260473,0.25624411616641335,15448.3,0.004660707003359593,2.49077584715136,-0.7650826564559173,18595.4,0.0059154414532626345,6824.4,-0.0033702596565265814,5.405751,-0.033470465065815934
2023-08-01,3.8,0.07894736842105259,1.60209539,0.10988614729114218,15439.8,-0.0005505252658713196,4.35897232415277,0.42858645067550905,18651.6,0.00301314632524808,6781.3,-0.006355713506259781,5.172225,-0.045150007975291166
2023-09-01,3.8,0.0,1.69970754,0.05742879154374994,15496.0,0.003626742385131694,5.21792092786129,0.16461510543828503,18791.5,0.007444855386744084,6739.6,-0.006187310819633186,4.95977,-0.04283565568564677
2023-10-01,3.8,0.0,2.08246076,0.1837985268927709,15519.9,0.0015399583760204406,3.49795816925966,-0.49170478186869193,18826.8,0.0018749867210571777,6730.6,-0.0013371764775800077,4.882928,-0.015736869353797575
2023-11-01,3.7,-0.02702702702702693,2.09432864,0.005666675121245562,15584.3,0.004132363981699508,5.1226149536403,0.3171537972468738,18903.0,0.004031106173623273,6728.3,-0.0003418396920470523,4.688293,-0.041515110083776736
2023-12-01,3.7,0.0,1.68089907,-0.2459574030224195,15655.8,0.004566997534460072,4.160125150684911,-0.2313607807680804,19013.7,0.0058221177361587025,6732.5,0.0006238395841069169,4.554396,-0.029399507640530197
2024-01-01,3.7,0.0,1.68087145,-1.643195260411257e-05,15621.6,-0.0021892763865416416,6.54247711333595,0.36413607894706107,19043.6,0.0015700812871514746,6713.3,-0.002859994339594509,4.603922367,0.010757428786157538
2024-02-01,3.9,0.05128205128205122,1.6168231,-0.039613702946228305,15688.7,0.004276963674491855,4.55815950379621,-0.4353330786005019,19189.0,0.007577257803950256,6681.7,-0.0047293353487885366,4.403102398,-0.045608743755588745
